STATION,STATION_NAME,DATE,PRCP,Check
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470328,0,87
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470329,8,88
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470330,0,89
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470331,0,90
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470401,11,91
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470402,37,92
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470403,28,93
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470404,55,94
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470405,30,95
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470406,145,96
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470407,44,97
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470408,55,98
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470409,6,99
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470410,0,100
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470411,0,101
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470412,0,102
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470413,0,103
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470414,0,104
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470415,0,105
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470416,0,106
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470417,2,107
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470418,60,108
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470419,89,109
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470420,15,110
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470421,0,111
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470422,32,112
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470423,15,113
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470424,0,114
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470425,0,115
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470426,7,116
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470427,0,117
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470428,0,118
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470429,0,119
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470430,0,120
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470501,12,121
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470502,7,122
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470503,0,123
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470504,0,124
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470505,0,125
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470506,0,126
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470507,0,127
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470508,0,128
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470509,0,129
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470510,303,130
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470511,25,131
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470512,0,132
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470513,0,133
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470514,64,134
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470515,236,135
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470516,8,136
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470517,64,137
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470518,0,138
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470519,3,139
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470520,0,140
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470521,0,141
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470522,0,142
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470523,74,143
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470524,0,144
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470525,0,145
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470526,23,146
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470527,0,147
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470528,0,148
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470529,0,149
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470530,0,150
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470531,0,151
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470601,97,152
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470602,0,153
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470603,0,154
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470604,13,155
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470605,31,156
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470606,23,157
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470607,57,158
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470608,3,159
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470609,1,160
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470610,0,161
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470611,0,162
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470612,0,163
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470613,0,164
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470614,86,165
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470615,44,166
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470616,0,167
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470617,0,168
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470618,0,169
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470619,10,170
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470620,5,171
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470621,8,172
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470622,4,173
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470623,0,174
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470624,0,175
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470625,0,176
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470626,0,177
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470627,0,178
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470628,0,179
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470629,0,180
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470630,3,181
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470701,0,182
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470702,0,183
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470703,0,184
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470704,0,185
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470705,11,186
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470706,0,187
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470707,1,188
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470708,0,189
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470709,87,190
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470710,29,191
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470711,35,192
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470712,0,193
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470713,0,194
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470714,0,195
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470715,0,196
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470716,0,197
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470717,92,198
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470718,0,199
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470719,43,200
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470720,21,201
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470721,0,202
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470722,0,203
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470723,0,204
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470724,0,205
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470725,42,206
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470726,0,207
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470727,44,208
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470728,0,209
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470729,0,210
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470730,93,211
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470731,0,212
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470801,0,213
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470802,0,214
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470803,0,215
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470804,138,216
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470805,199,217
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470806,18,218
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470807,0,219
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470808,0,220
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470809,0,221
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470810,0,222
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470811,6,223
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470812,0,224
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470813,0,225
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470814,0,226
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470815,0,227
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470816,0,228
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470817,0,229
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470818,0,230
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470819,0,231
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470820,0,232
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470821,116,233
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470822,0,234
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470823,0,235
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470824,0,236
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470825,0,237
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470826,0,238
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470827,0,239
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470828,0,240
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470829,0,241
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470830,0,242
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470831,0,243
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470901,0,244
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470902,0,245
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470903,0,246
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470904,0,247
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470905,0,248
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470906,0,249
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470907,0,250
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470908,96,251
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470909,0,252
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470910,0,253
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470911,0,254
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470912,0,255
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470913,0,256
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470914,0,257
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470915,0,258
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470916,0,259
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470917,0,260
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470918,0,261
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470919,0,262
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470920,0,263
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470921,22,264
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470922,0,265
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470923,58,266
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470924,0,267
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470925,0,268
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470926,0,269
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470927,0,270
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470928,0,271
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470929,27,272
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19470930,0,273
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471001,0,274
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471002,0,275
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471003,0,276
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471004,0,277
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471005,0,278
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471006,0,279
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471007,0,280
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471008,0,281
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471009,52,282
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471010,0,283
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471011,0,284
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471012,0,285
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471013,0,286
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471014,76,287
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471015,2,288
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471016,3,289
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471017,5,290
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471018,0,291
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471019,0,292
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471020,0,293
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471021,0,294
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471022,12,295
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471023,6,296
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471024,8,297
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471025,5,298
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471026,0,299
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471027,0,300
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471028,0,301
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471029,0,302
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471030,0,303
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471031,0,304
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471101,0,305
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471102,32,306
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471103,2,307
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471104,20,308
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471105,30,309
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471106,0,310
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471107,0,311
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471108,0,312
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471109,95,313
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471110,45,314
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471111,41,315
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471112,26,316
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471113,28,317
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471114,107,318
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471115,41,319
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471116,0,320
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471117,0,321
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471118,27,322
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471119,94,323
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471120,6,324
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471121,8,325
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471122,6,326
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471123,53,327
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471124,0,328
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471125,30,329
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471126,0,330
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471127,0,331
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471128,71,332
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471129,20,333
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471130,0,334
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471201,0,335
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471202,25,336
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471203,9,337
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471204,36,338
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471205,18,339
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471206,20,340
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471207,8,341
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471208,76,342
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471209,42,343
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471210,0,344
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471211,0,345
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471212,2,346
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471213,0,347
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471214,0,348
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471215,7,349
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471216,33,350
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471217,3,351
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471218,0,352
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471219,49,353
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471220,3,354
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471221,20,355
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471222,3,356
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471223,6,357
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471224,10,358
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471225,45,359
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471226,80,360
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471227,210,361
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471228,312,362
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471229,34,363
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471230,49,364
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19471231,8,365
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19480101,117,1
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19480102,67,2
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19480103,29,3
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19480104,0,4
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19480105,26,5
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19480106,70,6
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19480107,80,7
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19480108,43,8
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19480109,15,9
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19480110,0,10
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19480111,8,11
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19480112,64,12
