Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,Accum_y-1,Accum_y-2
1087,780,1108,707,352,530,1179,995,1399,1177,102,1076,1412,674
920,991,989,826,352,530,1179,987,1401,1183,83,976,1412,674
917,994,657,1158,352,530,1179,984,1398,1123,136,972,1429,675
917,978,610,1221,338,544,1179,936,1374,1195,107,954,1499,687
846,1049,580,1252,333,549,1087,834,1320,1443,66,831,1523,691
704,1086,667,1270,333,440,1196,659,1495,1443,66,740,1519,762
463,1304,588,1373,333,434,1202,625,1529,1443,66,706,1509,822
513,1243,546,1403,406,429,1207,565,1589,1419,90,621,1499,832
715,1240,497,1452,409,420,912,840,1618,1417,92,621,1315,817
786,1200,389,1500,509,420,871,881,1618,1417,92,604,1308,805
812,1199,367,1412,615,425,847,810,1713,1311,198,534,1281,793
863,1145,411,1394,592,476,751,899,1689,1261,279,510,1146,793
892,1126,430,1362,624,447,771,907,1656,1204,370,510,1031,783
1008,1126,430,1362,624,446,772,906,1583,1278,370,475,1008,783
1018,1122,434,1306,680,446,767,903,1591,1250,398,475,870,782
1018,1108,448,1296,690,446,767,901,1593,1235,413,475,920,591
1022,1022,534,1296,690,446,767,901,1588,1220,433,475,955,573
1055,902,654,1296,690,446,716,952,1560,1237,444,475,992,591
1231,873,683,1296,680,456,659,1009,1472,1290,479,475,992,516
1254,866,690,1296,680,379,710,1035,1428,1175,638,475,1207,510
1232,884,694,1150,826,360,729,1035,1304,1213,724,475,1211,500
1251,830,748,1144,832,360,679,1028,1307,1267,724,469,1219,634
1251,775,803,1106,856,374,668,963,1382,1230,762,419,1224,717
1256,775,803,1106,855,375,590,974,1417,1122,902,384,1179,721
1327,763,815,1088,873,375,256,1304,1369,1173,903,347,1076,768
1358,776,815,1088,873,375,255,1268,1313,1266,903,347,976,805
1299,835,793,1090,893,318,312,1267,1197,1383,903,132,972,875
1306,835,792,1047,937,318,312,1267,1155,1425,903,128,954,958
1233,914,790,1040,946,318,312,1267,1084,1448,951,107,831,950
1068,1079,722,1108,946,151,479,1267,962,1409,1112,102,740,1056
1040,1071,746,1111,716,380,489,1223,992,1376,1159,102,706,1104
989,1087,780,1108,707,352,530,1179,995,1399,1177,102,621,977
945,920,991,989,826,352,530,1179,987,1401,1183,83,621,977
977,917,994,657,1158,352,530,1179,984,1398,1123,136,604,976
1094,917,978,610,1221,338,544,1179,936,1374,1195,107,534,964
1112,846,1049,580,1252,333,549,1087,834,1320,1443,66,510,960
1112,704,1086,667,1270,333,440,1196,659,1495,1443,66,510,889
1158,463,1304,588,1373,333,434,1202,625,1529,1443,66,475,829
1108,513,1243,546,1403,406,429,1207,565,1589,1419,90,475,818
917,715,1240,497,1452,409,420,912,840,1618,1417,92,475,815
852,786,1200,389,1500,509,420,871,881,1618,1417,92,475,823
888,812,1199,367,1412,615,425,847,810,1713,1311,198,475,846
930,863,1145,411,1394,592,476,751,899,1689,1261,279,475,856
927,892,1126,430,1362,624,447,771,907,1656,1204,370,475,915
811,1008,1126,430,1362,624,446,772,906,1583,1278,370,475,922
801,1018,1122,434,1306,680,446,767,903,1591,1250,398,469,922
803,1018,1108,448,1296,690,446,767,901,1593,1235,413,419,922
857,1022,1022,534,1296,690,446,767,901,1588,1220,433,384,922
825,1055,902,654,1296,690,446,716,952,1560,1237,444,347,877
696,1231,873,683,1296,680,456,659,1009,1472,1290,479,347,906
673,1254,866,690,1296,680,379,710,1035,1428,1175,638,132,906
685,1232,884,694,1150,826,360,729,1035,1304,1213,724,128,906
674,1251,830,748,1144,832,360,679,1028,1307,1267,724,107,736
674,1251,775,803,1106,856,374,668,963,1382,1230,762,102,653
669,1256,775,803,1106,855,375,590,974,1417,1122,902,102,682
598,1327,763,815,1088,873,375,256,1304,1369,1173,903,102,635
716,1358,776,815,1088,873,375,255,1268,1313,1266,903,83,598
724,1299,835,793,1090,893,318,312,1267,1197,1383,903,136,528
730,1306,835,792,1047,937,318,312,1267,1155,1425,903,107,520
747,1233,914,790,1040,946,318,312,1267,1084,1448,951,66,517
747,1068,1079,722,1108,946,151,479,1267,962,1409,1112,66,382
747,1040,1071,746,1111,716,380,489,1223,992,1376,1159,66,327
747,989,1087,780,1108,707,352,530,1179,995,1399,1177,90,302
747,945,920,991,989,826,352,530,1179,987,1401,1183,92,317
715,977,917,994,657,1158,352,530,1179,984,1398,1123,92,317
598,1094,917,978,610,1221,338,544,1179,936,1374,1195,198,317
579,1112,846,1049,580,1252,333,549,1087,834,1320,1443,279,427
579,1112,704,1086,667,1270,333,440,1196,659,1495,1443,370,432
532,1158,463,1304,588,1373,333,434,1202,625,1529,1443,370,432
532,1108,513,1243,546,1403,406,429,1207,565,1589,1419,398,432
521,917,715,1240,497,1452,409,420,912,840,1618,1417,413,557
515,852,786,1200,389,1500,509,420,871,881,1618,1417,433,571
453,888,812,1199,367,1412,615,425,847,810,1713,1311,444,548
360,930,863,1145,411,1394,592,476,751,899,1689,1261,479,538
392,927,892,1126,430,1362,624,447,771,907,1656,1204,638,876
418,811,1008,1126,430,1362,624,446,772,906,1583,1278,724,869
423,801,1018,1122,434,1306,680,446,767,903,1591,1250,724,908
437,803,1018,1108,448,1296,690,446,767,901,1593,1235,762,959
379,857,1022,1022,534,1296,690,446,767,901,1588,1220,902,1144
378,825,1055,902,654,1296,690,446,716,952,1560,1237,903,1191
331,696,1231,873,683,1296,680,456,659,1009,1472,1290,903,1160
331,673,1254,866,690,1296,680,379,710,1035,1428,1175,903,1173
326,685,1232,884,694,1150,826,360,729,1035,1304,1213,903,1197
321,674,1251,830,748,1144,832,360,679,1028,1307,1267,951,1247
330,674,1251,775,803,1106,856,374,668,963,1382,1230,1112,1385
367,669,1256,775,803,1106,855,375,590,974,1417,1122,1159,1384
386,598,1327,763,815,1088,873,375,256,1304,1369,1173,1177,1384
291,716,1358,776,815,1088,873,375,255,1268,1313,1266,1183,1487
354,724,1299,835,793,1090,893,318,312,1267,1197,1383,1123,1512
341,730,1306,835,792,1047,937,318,312,1267,1155,1425,1195,1428
318,747,1233,914,790,1040,946,318,312,1267,1084,1448,1443,1468
330,747,1068,1079,722,1108,946,151,479,1267,962,1409,1443,1468
345,747,1040,1071,746,1111,716,380,489,1223,992,1376,1443,1468
345,747,989,1087,780,1108,707,352,530,1179,995,1399,1419,1470
567,747,945,920,991,989,826,352,530,1179,987,1401,1417,1456
653,715,977,917,994,657,1158,352,530,1179,984,1398,1417,1456
658,598,1094,917,978,610,1221,338,544,1179,936,1374,1311,1456
658,579,1112,846,1049,580,1252,333,549,1087,834,1320,1261,1346
658,579,1112,704,1086,667,1270,333,440,1196,659,1495,1204,1341
658,532,1158,463,1304,588,1373,333,434,1202,625,1529,1278,1341
658,532,1108,513,1243,546,1403,406,429,1207,565,1589,1250,1341
746,521,917,715,1240,497,1452,409,420,912,840,1618,1235,1213
746,515,852,786,1200,389,1500,509,420,871,881,1618,1220,1191
824,453,888,812,1199,367,1412,615,425,847,810,1713,1237,1288
841,360,930,863,1145,411,1394,592,476,751,899,1689,1290,1338
836,392,927,892,1126,430,1362,624,447,771,907,1656,1175,941
810,418,811,1008,1126,430,1362,624,446,772,906,1583,1213,941
805,423,801,1018,1122,434,1306,680,446,767,903,1591,1267,1017
846,437,803,1018,1108,448,1296,690,446,767,901,1593,1230,1114
848,379,857,1022,1022,534,1296,690,446,767,901,1588,1122,929
848,378,825,1055,902,654,1296,690,446,716,952,1560,1173,898
876,331,696,1231,873,683,1296,680,456,659,1009,1472,1266,879
876,331,673,1254,866,690,1296,680,379,710,1035,1428,1383,866
869,326,685,1232,884,694,1150,826,360,729,1035,1304,1425,842
1109,321,674,1251,830,748,1144,832,360,679,1028,1307,1448,933
1100,330,674,1251,775,803,1106,856,374,668,963,1382,1409,803
1063,367,669,1256,775,803,1106,855,375,590,974,1417,1376,782
1044,386,598,1327,763,815,1088,873,375,256,1304,1369,1399,782
977,291,716,1358,776,815,1088,873,375,255,1268,1313,1401,681
906,354,724,1299,835,793,1090,893,318,312,1267,1197,1398,656
906,341,730,1306,835,792,1047,937,318,312,1267,1155,1374,642
1077,318,747,1233,914,790,1040,946,318,312,1267,1084,1320,591
1153,330,747,1068,1079,722,1108,946,151,479,1267,962,1495,591
1138,345,747,1040,1071,746,1111,716,380,489,1223,992,1529,591
1138,345,747,989,1087,780,1108,707,352,530,1179,995,1589,608
916,567,747,945,920,991,989,826,352,530,1179,987,1618,624
870,653,715,977,917,994,657,1158,352,530,1179,984,1618,625
895,658,598,1094,917,978,610,1221,338,544,1179,936,1713,629
895,658,579,1112,846,1049,580,1252,333,549,1087,834,1689,629
900,658,579,1112,704,1086,667,1270,333,440,1196,659,1656,629
967,658,532,1158,463,1304,588,1373,333,434,1202,625,1583,629
971,658,532,1108,513,1243,546,1403,406,429,1207,565,1591,629
883,746,521,917,715,1240,497,1452,409,420,912,840,1593,629
883,746,515,852,786,1200,389,1500,509,420,871,881,1588,629
805,824,453,888,812,1199,367,1412,615,425,847,810,1560,532
808,841,360,930,863,1145,411,1394,592,476,751,899,1472,482
765,836,392,927,892,1126,430,1362,624,447,771,907,1428,482
766,810,418,811,1008,1126,430,1362,624,446,772,906,1304,482
832,805,423,801,1018,1122,434,1306,680,446,767,903,1307,367
820,846,437,803,1018,1108,448,1296,690,446,767,901,1382,219
821,848,379,857,1022,1022,534,1296,690,446,767,901,1417,219
821,848,378,825,1055,902,654,1296,690,446,716,952,1369,223
793,876,331,696,1231,873,683,1296,680,456,659,1009,1313,223
793,876,331,673,1254,866,690,1296,680,379,710,1035,1197,223
793,869,326,685,1232,884,694,1150,826,360,729,1035,1155,223
622,1109,321,674,1251,830,748,1144,832,360,679,1028,1084,82
801,1100,330,674,1251,775,803,1106,856,374,668,963,962,88
854,1063,367,669,1256,775,803,1106,855,375,590,974,992,124
854,1044,386,598,1327,763,815,1088,873,375,256,1304,995,124
854,977,291,716,1358,776,815,1088,873,375,255,1268,987,122
854,906,354,724,1299,835,793,1090,893,318,312,1267,984,122
869,906,341,730,1306,835,792,1047,937,318,312,1267,936,134
704,1077,318,747,1233,914,790,1040,946,318,312,1267,834,188
690,1153,330,747,1068,1079,722,1108,946,151,479,1267,659,222
904,1138,345,747,1040,1071,746,1111,716,380,489,1223,625,501
904,1138,345,747,989,1087,780,1108,707,352,530,1179,565,482
904,916,567,747,945,920,991,989,826,352,530,1179,840,465
864,870,653,715,977,917,994,657,1158,352,530,1179,881,465
879,895,658,598,1094,917,978,610,1221,338,544,1179,810,461
879,895,658,579,1112,846,1049,580,1252,333,549,1087,899,475
874,900,658,579,1112,704,1086,667,1270,333,440,1196,907,531
828,967,658,532,1158,463,1304,588,1373,333,434,1202,906,612
877,971,658,532,1108,513,1243,546,1403,406,429,1207,903,617
880,883,746,521,917,715,1240,497,1452,409,420,912,901,713
880,883,746,515,852,786,1200,389,1500,509,420,871,901,831
888,805,824,453,888,812,1199,367,1412,615,425,847,952,832
869,808,841,360,930,863,1145,411,1394,592,476,751,1009,834
865,765,836,392,927,892,1126,430,1362,624,447,771,1035,1012
864,766,810,418,811,1008,1126,430,1362,624,446,772,1035,1021
839,832,805,423,801,1018,1122,434,1306,680,446,767,1028,1044
812,820,846,437,803,1018,1108,448,1296,690,446,767,963,1062
809,821,848,379,857,1022,1022,534,1296,690,446,767,974,1132
922,821,848,378,825,1055,902,654,1296,690,446,716,1304,1113
922,793,876,331,696,1231,873,683,1296,680,456,659,1268,1113
941,793,876,331,673,1254,866,690,1296,680,379,710,1267,1363
943,793,869,326,685,1232,884,694,1150,826,360,729,1267,1469
871,622,1109,321,674,1251,830,748,1144,832,360,679,1267,1553
692,801,1100,330,674,1251,775,803,1106,856,374,668,1267,1539
639,854,1063,367,669,1256,775,803,1106,855,375,590,1223,1666
639,854,1044,386,598,1327,763,815,1088,873,375,256,1179,1748
639,854,977,291,716,1358,776,815,1088,873,375,255,1179,1748
639,854,906,354,724,1299,835,793,1090,893,318,312,1179,1748
627,869,906,341,730,1306,835,792,1047,937,318,312,1179,1736
685,704,1077,318,747,1233,914,790,1040,946,318,312,1087,1682
687,690,1153,330,747,1068,1079,722,1108,946,151,479,1196,1670
473,904,1138,345,747,1040,1071,746,1111,716,380,489,1202,1391
683,904,1138,345,747,989,1087,780,1108,707,352,530,1207,1391
741,904,916,567,747,945,920,991,989,826,352,530,912,1391
758,864,870,653,715,977,917,994,657,1158,352,530,871,1390
713,879,895,658,598,1094,917,978,610,1221,338,544,847,1390
713,879,895,658,579,1112,846,1049,580,1252,333,549,751,1376
713,874,900,658,579,1112,704,1086,667,1270,333,440,771,1320
707,828,967,658,532,1158,463,1304,588,1373,333,434,772,1239
1057,877,971,658,532,1108,513,1243,546,1403,406,429,767,1234
1283,880,883,746,521,917,715,1240,497,1452,409,420,767,1138
1283,880,883,746,515,852,786,1200,389,1500,509,420,767,1020
1275,888,805,824,453,888,812,1199,367,1412,615,425,716,1022
1274,869,808,841,360,930,863,1145,411,1394,592,476,659,1020
1268,865,765,836,392,927,892,1126,430,1362,624,447,710,867
1268,864,766,810,418,811,1008,1126,430,1362,624,446,729,878
1227,839,832,805,423,801,1018,1122,434,1306,680,446,679,860
1209,812,820,846,437,803,1018,1108,448,1296,690,446,668,842
1209,809,821,848,379,857,1022,1022,534,1296,690,446,590,772
1096,922,821,848,378,825,1055,902,654,1296,690,446,256,771
1100,922,793,876,331,696,1231,873,683,1296,680,456,255,771
1081,941,793,876,331,673,1254,866,690,1296,680,379,312,527
1079,943,793,869,326,685,1232,884,694,1150,826,360,312,434
1079,871,622,1109,321,674,1251,830,748,1144,832,360,312,358
1079,692,801,1100,330,674,1251,775,803,1106,856,374,479,358
1079,639,854,1063,367,669,1256,775,803,1106,855,375,489,184
1079,639,854,1044,386,598,1327,763,815,1088,873,375,530,118
1155,639,854,977,291,716,1358,776,815,1088,873,375,530,174
1253,639,854,906,354,724,1299,835,793,1090,893,318,530,193
1302,627,869,906,341,730,1306,835,792,1047,937,318,544,381
1264,685,704,1077,318,747,1233,914,790,1040,946,318,549,630
1190,687,690,1153,330,747,1068,1079,722,1108,946,151,440,609
1257,473,904,1138,345,747,1040,1071,746,1111,716,380,434,613
1091,683,904,1138,345,747,989,1087,780,1108,707,352,429,677
1033,741,904,916,567,747,945,920,991,989,826,352,420,682
1065,758,864,870,653,715,977,917,994,657,1158,352,420,682
1065,713,879,895,658,598,1094,917,978,610,1221,338,425,683
1065,713,879,895,658,579,1112,846,1049,580,1252,333,476,683
1065,713,874,900,658,579,1112,704,1086,667,1270,333,447,683
1052,707,828,967,658,532,1158,463,1304,588,1373,333,446,683
649,1057,877,971,658,532,1108,513,1243,546,1403,406,446,683
420,1283,880,883,746,521,917,715,1240,497,1452,409,446,683
428,1283,880,883,746,515,852,786,1200,389,1500,509,446,683
491,1275,888,805,824,453,888,812,1199,367,1412,615,446,680
491,1274,869,808,841,360,930,863,1145,411,1394,592,456,680
491,1268,865,765,836,392,927,892,1126,430,1362,624,379,655
491,1268,864,766,810,418,811,1008,1126,430,1362,624,360,715
491,1227,839,832,805,423,801,1018,1122,434,1306,680,360,747
510,1209,812,820,846,437,803,1018,1108,448,1296,690,374,752
510,1209,809,821,848,379,857,1022,1022,534,1296,690,375,784
511,1096,922,821,848,378,825,1055,902,654,1296,690,375,934
515,1100,922,793,876,331,696,1231,873,683,1296,680,375,995
515,1081,941,793,876,331,673,1254,866,690,1296,680,318,990
515,1079,943,793,869,326,685,1232,884,694,1150,826,318,977
679,1079,871,622,1109,321,674,1251,830,748,1144,832,318,969
682,1079,692,801,1100,330,674,1251,775,803,1106,856,151,976
702,1079,639,854,1063,367,669,1256,775,803,1106,855,380,977
760,1079,639,854,1044,386,598,1327,763,815,1088,873,352,961
734,1155,639,854,977,291,716,1358,776,815,1088,873,352,928
689,1253,639,854,906,354,724,1299,835,793,1090,893,352,927
637,1302,627,869,906,341,730,1306,835,792,1047,937,338,739
611,1264,685,704,1077,318,747,1233,914,790,1040,946,333,490
609,1190,687,690,1153,330,747,1068,1079,722,1108,946,333,489
542,1257,473,904,1138,345,747,1040,1071,746,1111,716,333,485
505,1091,683,904,1138,345,747,989,1087,780,1108,707,406,421
506,1033,741,904,916,567,747,945,920,991,989,826,409,416
457,1065,758,864,870,653,715,977,917,994,657,1158,509,423
569,1065,713,879,895,658,598,1094,917,978,610,1221,615,422
618,1065,713,879,895,658,579,1112,846,1049,580,1252,592,422
668,1065,713,874,900,658,579,1112,704,1086,667,1270,624,485
674,1052,707,828,967,658,532,1158,463,1304,588,1373,624,485
674,649,1057,877,971,658,532,1108,513,1243,546,1403,680,565
674,420,1283,880,883,746,521,917,715,1240,497,1452,690,580
670,428,1283,880,883,746,515,852,786,1200,389,1500,690,580
634,491,1275,888,805,824,453,888,812,1199,367,1412,690,628
634,491,1274,869,808,841,360,930,863,1145,411,1394,680,636
640,491,1268,865,765,836,392,927,892,1126,430,1362,680,695
642,491,1268,864,766,810,418,811,1008,1126,430,1362,826,697
648,491,1227,839,832,805,423,801,1018,1122,434,1306,832,758
657,510,1209,812,820,846,437,803,1018,1108,448,1296,856,782
720,510,1209,809,821,848,379,857,1022,1022,534,1296,855,776
729,511,1096,922,821,848,378,825,1055,902,654,1296,873,885
737,515,1100,922,793,876,331,696,1231,873,683,1296,873,851
737,515,1081,941,793,876,331,673,1254,866,690,1296,893,927
737,515,1079,943,793,869,326,685,1232,884,694,1150,937,929
573,679,1079,871,622,1109,321,674,1251,830,748,1144,946,929
570,682,1079,692,801,1100,330,674,1251,775,803,1106,946,947
550,702,1079,639,854,1063,367,669,1256,775,803,1106,716,946
527,760,1079,639,854,1044,386,598,1327,763,815,1088,707,947
553,734,1155,639,854,977,291,716,1358,776,815,1088,826,924
508,689,1253,639,854,906,354,724,1299,835,793,1090,1158,906
561,637,1302,627,869,906,341,730,1306,835,792,1047,1221,993
654,611,1264,685,704,1077,318,747,1233,914,790,1040,1252,1105
778,609,1190,687,690,1153,330,747,1068,1079,722,1108,1270,1122
848,542,1257,473,904,1138,345,747,1040,1071,746,1111,1373,1128
842,505,1091,683,904,1138,345,747,989,1087,780,1108,1403,1196
841,506,1033,741,904,916,567,747,945,920,991,989,1452,1279
854,457,1065,758,864,870,653,715,977,917,994,657,1500,1278
743,569,1065,713,879,895,658,598,1094,917,978,610,1412,1278
694,618,1065,713,879,895,658,579,1112,846,1049,580,1394,1320
644,668,1065,713,874,900,658,579,1112,704,1086,667,1362,1292
636,674,1052,707,828,967,658,532,1158,463,1304,588,1362,1293
641,674,649,1057,877,971,658,532,1108,513,1243,546,1306,1213
641,674,420,1283,880,883,746,521,917,715,1240,497,1296,1198
637,670,428,1283,880,883,746,515,852,786,1200,389,1296,1242
637,634,491,1275,888,805,824,453,888,812,1199,367,1296,1194
643,634,491,1274,869,808,841,360,930,863,1145,411,1296,1186
642,640,491,1268,865,765,836,392,927,892,1126,430,1296,1127
661,642,491,1268,864,766,810,418,811,1008,1126,430,1150,1045
657,648,491,1227,839,832,805,423,801,1018,1122,434,1144,947
630,657,510,1209,812,820,846,437,803,1018,1108,448,1106,918
567,720,510,1209,809,821,848,379,857,1022,1022,534,1106,892
557,729,511,1096,922,821,848,378,825,1055,902,654,1088,633
541,737,515,1100,922,793,876,331,696,1231,873,683,1088,606
541,737,515,1081,941,793,876,331,673,1254,866,690,1090,529
541,737,515,1079,943,793,869,326,685,1232,884,694,1047,527
541,573,679,1079,871,622,1109,321,674,1251,830,748,1040,527
541,570,682,1079,692,801,1100,330,674,1251,775,803,1108,502
541,550,702,1079,639,854,1063,367,669,1256,775,803,1111,627
520,527,760,1079,639,854,1044,386,598,1327,763,815,1108,705
444,553,734,1155,639,854,977,291,716,1358,776,815,989,803
436,508,689,1253,639,854,906,354,724,1299,835,793,657,832
383,561,637,1302,627,869,906,341,730,1306,835,792,610,757
290,654,611,1264,685,704,1077,318,747,1233,914,790,580,714
169,778,609,1190,687,690,1153,330,747,1068,1079,722,667,707
99,848,542,1257,473,904,1138,345,747,1040,1071,746,588,777
98,842,505,1091,683,904,1138,345,747,989,1087,780,546,709
98,841,506,1033,741,904,916,567,747,945,920,991,497,704
85,854,457,1065,758,864,870,653,715,977,917,994,389,706
84,743,569,1065,713,879,895,658,598,1094,917,978,367,735
84,694,618,1065,713,879,895,658,579,1112,846,1049,411,731
84,644,668,1065,713,874,900,658,579,1112,704,1086,430,698
84,636,674,1052,707,828,967,658,532,1158,463,1304,430,704
88,641,674,649,1057,877,971,658,532,1108,513,1243,434,712
88,641,674,420,1283,880,883,746,521,917,715,1240,448,712
88,637,670,428,1283,880,883,746,515,852,786,1200,534,668
81,637,634,491,1275,888,805,824,453,888,812,1199,654,746
263,643,634,491,1274,869,808,841,360,930,863,1145,683,904
365,642,640,491,1268,865,765,836,392,927,892,1126,690,959
356,661,642,491,1268,864,766,810,418,811,1008,1126,694,1014
354,657,648,491,1227,839,832,805,423,801,1018,1122,748,1015
381,630,657,510,1209,812,820,846,437,803,1018,1108,803,1015
750,567,720,510,1209,809,821,848,379,857,1022,1022,803,1015
750,557,729,511,1096,922,821,848,378,825,1055,902,815,1015
750,541,737,515,1100,922,793,876,331,696,1231,873,815,1015
750,541,737,515,1081,941,793,876,331,673,1254,866,793,1015
750,541,737,515,1079,943,793,869,326,685,1232,884,792,1036
750,541,573,679,1079,871,622,1109,321,674,1251,830,790,1036
750,541,570,682,1079,692,801,1100,330,674,1251,775,722,1039
750,541,550,702,1079,639,854,1063,367,669,1256,775,746,914
736,520,527,760,1079,639,854,1044,386,598,1327,763,780,836
736,444,553,734,1155,639,854,977,291,716,1358,776,991,738
764,436,508,689,1253,639,854,906,354,724,1299,835,994,709
771,383,561,637,1302,627,869,906,341,730,1306,835,978,697
778,290,654,611,1264,685,704,1077,318,747,1233,914,1049,628
775,169,778,609,1190,687,690,1153,330,747,1068,1079,1086,622
775,99,848,542,1257,473,904,1138,345,747,1040,1071,1304,591
786,98,842,505,1091,683,904,1138,345,747,989,1087,1243,601
786,98,841,506,1033,741,904,916,567,747,945,920,1240,707
888,85,854,457,1065,758,864,870,653,715,977,917,1200,706
1042,84,743,569,1065,713,879,895,658,598,1094,917,1199,704
1063,84,694,618,1065,713,879,895,658,579,1112,846,1145,801
1083,84,644,668,1065,713,874,900,658,579,1112,704,1126,914
1086,84,636,674,1052,707,828,967,658,532,1158,463,1126,930
1077,88,641,674,649,1057,877,971,658,532,1108,513,1122,1066
1080,88,641,674,420,1283,880,883,746,521,917,715,1108,1066
1148,88,637,670,428,1283,880,883,746,515,852,786,1022,1066
1139,81,637,634,491,1275,888,805,824,453,888,812,902,988
951,263,643,634,491,1274,869,808,841,360,930,863,873,830
848,365,642,640,491,1268,865,765,836,392,927,892,866,775
837,356,661,642,491,1268,864,766,810,418,811,1008,884,720
837,354,657,648,491,1227,839,832,805,423,801,1018,830,732
835,381,630,657,510,1209,812,820,846,437,803,1018,775,732
485,750,567,720,510,1209,809,821,848,379,857,1022,775,777
485,750,557,729,511,1096,922,821,848,378,825,1055,763,880
485,750,541,737,515,1100,922,793,876,331,696,1231,776,999
485,750,541,737,515,1081,941,793,876,331,673,1254,835,1016
489,750,541,737,515,1079,943,793,869,326,685,1232,835,1042
489,750,541,573,679,1079,871,622,1109,321,674,1251,914,1206
508,750,541,570,682,1079,692,801,1100,330,674,1251,1079,1294
510,750,541,550,702,1079,639,854,1063,367,669,1256,1071,1328
510,736,520,527,760,1079,639,854,1044,386,598,1327,1087,1412
632,736,444,553,734,1155,639,854,977,291,716,1358,920,1412
672,764,436,508,689,1253,639,854,906,354,724,1299,917,1429
720,771,383,561,637,1302,627,869,906,341,730,1306,917,1499
713,778,290,654,611,1264,685,704,1077,318,747,1233,846,1523
765,775,169,778,609,1190,687,690,1153,330,747,1068,704,1519
780,775,99,848,542,1257,473,904,1138,345,747,1040,463,1509
837,786,98,842,505,1091,683,904,1138,345,747,989,513,1499
838,786,98,841,506,1033,741,904,916,567,747,945,715,1315
743,888,85,854,457,1065,758,864,870,653,715,977,786,1308
592,1042,84,743,569,1065,713,879,895,658,598,1094,812,1281
571,1063,84,694,618,1065,713,879,895,658,579,1112,863,1146
551,1083,84,644,668,1065,713,874,900,658,579,1112,892,1031
548,1086,84,636,674,1052,707,828,967,658,532,1158,1008,1008
548,1077,88,641,674,649,1057,877,971,658,532,1108,1018,870
545,1080,88,641,674,420,1283,880,883,746,521,917,1018,920
477,1148,88,637,670,428,1283,880,883,746,515,852,1022,955
466,1139,81,637,634,491,1275,888,805,824,453,888,1055,992
466,951,263,643,634,491,1274,869,808,841,360,930,1231,992
462,848,365,642,640,491,1268,865,765,836,392,927,1254,1207
534,837,356,661,642,491,1268,864,766,810,418,811,1232,1211
547,837,354,657,648,491,1227,839,832,805,423,801,1251,1219
571,835,381,630,657,510,1209,812,820,846,437,803,1251,1224
600,485,750,567,720,510,1209,809,821,848,379,857,1256,1179
622,485,750,557,729,511,1096,922,821,848,378,825,1327,1076
648,485,750,541,737,515,1100,922,793,876,331,696,1358,976
654,485,750,541,737,515,1081,941,793,876,331,673,1299,972
650,489,750,541,737,515,1079,943,793,869,326,685,1306,954
650,489,750,541,573,679,1079,871,622,1109,321,674,1233,831
631,508,750,541,570,682,1079,692,801,1100,330,674,1068,740
629,510,750,541,550,702,1079,639,854,1063,367,669,1040,706
629,510,736,520,527,760,1079,639,854,1044,386,598,989,621
507,632,736,444,553,734,1155,639,854,977,291,716,945,621
439,672,764,436,508,689,1253,639,854,906,354,724,977,604
384,720,771,383,561,637,1302,627,869,906,341,730,1094,534
388,713,778,290,654,611,1264,685,704,1077,318,747,1112,510
340,765,775,169,778,609,1190,687,690,1153,330,747,1112,510
326,780,775,99,848,542,1257,473,904,1138,345,747,1158,475
258,837,786,98,842,505,1091,683,904,1138,345,747,1108,475
257,838,786,98,841,506,1033,741,904,916,567,747,917,475
250,743,888,85,854,457,1065,758,864,870,653,715,852,475
247,592,1042,84,743,569,1065,713,879,895,658,598,888,475
247,571,1063,84,694,618,1065,713,879,895,658,579,930,475
247,551,1083,84,644,668,1065,713,874,900,658,579,927,475
290,548,1086,84,636,674,1052,707,828,967,658,532,811,475
492,548,1077,88,641,674,649,1057,877,971,658,532,801,469
578,545,1080,88,641,674,420,1283,880,883,746,521,803,419
578,477,1148,88,637,670,428,1283,880,883,746,515,857,384
578,466,1139,81,637,634,491,1275,888,805,824,453,825,347
578,466,951,263,643,634,491,1274,869,808,841,360,696,347
578,462,848,365,642,640,491,1268,865,765,836,392,673,132
505,534,837,356,661,642,491,1268,864,766,810,418,685,128
492,547,837,354,657,648,491,1227,839,832,805,423,674,107
448,571,835,381,630,657,510,1209,812,820,846,437,674,102
471,600,485,750,567,720,510,1209,809,821,848,379,669,102
451,622,485,750,557,729,511,1096,922,821,848,378,598,102
479,648,485,750,541,737,515,1100,922,793,876,331,716,83
473,654,485,750,541,737,515,1081,941,793,876,331,724,136
473,650,489,750,541,737,515,1079,943,793,869,326,730,107
473,650,489,750,541,573,679,1079,871,622,1109,321,747,66
473,631,508,750,541,570,682,1079,692,801,1100,330,747,66
473,629,510,750,541,550,702,1079,639,854,1063,367,747,66
473,629,510,736,520,527,760,1079,639,854,1044,386,747,90
475,507,632,736,444,553,734,1155,639,854,977,291,747,92
475,439,672,764,436,508,689,1253,639,854,906,354,715,92
475,384,720,771,383,561,637,1302,627,869,906,341,598,198
476,388,713,778,290,654,611,1264,685,704,1077,318,579,279
540,340,765,775,169,778,609,1190,687,690,1153,330,579,370
683,326,780,775,99,848,542,1257,473,904,1138,345,532,370
721,258,837,786,98,842,505,1091,683,904,1138,345,532,398
776,257,838,786,98,841,506,1033,741,904,916,567,521,413
776,250,743,888,85,854,457,1065,758,864,870,653,515,433
