Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4
1253,259,403,1026,713,838,860,105,419,691,207,663,878,298,142
1133,380,403,772,967,838,738,220,426,691,207,489,888,360,142
975,538,350,719,1073,838,700,258,426,691,207,482,884,366,142
886,627,350,668,1124,755,678,363,426,691,207,478,1047,383,152
882,636,350,668,1124,744,614,438,426,691,201,478,952,426,152
925,636,350,668,1115,743,624,438,426,691,189,433,1012,526,152
926,643,295,723,1095,763,624,438,426,691,189,423,969,526,136
753,790,315,729,1051,807,624,438,426,690,190,339,967,582,147
748,709,389,613,1176,810,624,438,426,668,212,345,890,594,161
759,717,321,657,1176,834,624,438,426,551,329,205,840,599,155
745,731,319,549,1194,926,624,438,426,450,430,205,823,620,113
757,692,346,561,1170,884,569,559,426,385,495,205,854,638,104
744,703,244,665,1170,880,526,606,331,480,495,239,806,626,107
596,847,248,655,1180,880,525,607,324,484,498,240,834,601,107
347,1129,248,647,1188,874,521,568,363,464,528,240,834,614,107
232,1244,250,544,1291,874,466,622,364,461,531,224,859,615,97
229,1244,253,542,1291,876,466,622,359,466,523,236,859,613,73
229,1244,253,542,1283,884,428,660,359,417,568,234,918,644,73
228,1245,247,548,1264,744,484,763,359,344,641,218,910,743,104
228,1245,211,517,1259,816,443,804,359,272,713,218,835,734,104
177,1299,209,512,1266,816,395,846,364,273,713,218,792,683,104
158,1321,209,509,1254,831,341,900,351,286,705,229,792,763,167
155,1334,209,488,1246,398,801,902,342,295,705,229,734,785,212
174,1334,179,457,1303,402,801,902,321,316,705,229,711,787,225
174,1328,185,410,1349,403,801,902,247,251,840,222,711,788,225
174,1268,228,403,1252,502,823,902,232,250,749,222,689,786,225
174,1268,228,403,1170,569,838,902,187,295,726,222,689,921,227
174,1268,228,403,1102,637,838,902,116,366,726,222,731,931,227
174,1268,228,403,1068,671,838,870,131,383,726,228,731,996,283
174,1268,228,403,1033,706,838,860,129,395,721,240,731,992,350
174,1250,246,403,1033,706,838,860,129,395,691,240,731,983,355
159,1253,259,403,1026,713,838,860,105,419,691,240,731,983,366
158,1133,380,403,772,967,838,738,220,426,691,240,724,921,366
158,975,538,350,719,1073,838,700,258,426,691,240,700,914,366
158,886,627,350,668,1124,755,678,363,426,691,240,609,897,356
153,882,636,350,668,1124,744,614,438,426,691,240,683,854,358
110,925,636,350,668,1115,743,624,438,426,691,240,679,754,358
102,926,643,295,723,1095,763,624,438,426,691,225,719,754,358
102,753,790,315,729,1051,807,624,438,426,690,153,716,698,347
102,748,709,389,613,1176,810,624,438,426,668,112,716,686,317
83,759,717,321,657,1176,834,624,438,426,551,106,716,681,310
83,745,731,319,549,1194,926,624,438,426,450,110,716,723,310
98,757,692,346,561,1170,884,569,559,426,385,110,745,682,310
195,744,703,244,665,1170,880,526,606,331,480,73,772,679,301
242,596,847,248,655,1180,880,525,607,324,484,72,711,693,301
220,347,1129,248,647,1188,874,521,568,363,464,80,687,680,301
229,232,1244,250,544,1291,874,466,622,364,461,61,708,679,301
229,229,1244,253,542,1291,876,466,622,359,466,49,726,679,315
229,229,1244,253,542,1283,884,428,660,359,417,53,667,600,319
229,228,1245,247,548,1264,744,484,763,359,344,160,666,499,288
229,228,1245,211,517,1259,816,443,804,359,272,183,666,460,288
227,177,1299,209,512,1266,816,395,846,364,273,183,666,523,288
427,158,1321,209,509,1254,831,341,900,351,286,172,666,453,225
517,155,1334,209,488,1246,398,801,902,342,295,177,666,482,197
516,174,1334,179,457,1303,402,801,902,321,316,207,665,477,276
517,174,1328,185,410,1349,403,801,902,247,251,207,665,534,298
587,174,1268,228,403,1252,502,823,902,232,250,207,665,506,323
617,174,1268,228,403,1170,569,838,902,187,295,207,665,371,321
638,174,1268,228,403,1102,637,838,902,116,366,207,623,361,335
653,174,1268,228,403,1068,671,838,870,131,383,201,623,297,601
653,174,1268,228,403,1033,706,838,860,129,395,189,623,297,910
653,174,1250,246,403,1033,706,838,860,129,395,189,623,329,921
678,159,1253,259,403,1026,713,838,860,105,419,190,623,329,917
710,158,1133,380,403,772,967,838,738,220,426,212,653,329,917
710,158,975,538,350,719,1073,838,700,258,426,329,757,329,917
849,158,886,627,350,668,1124,755,678,363,426,430,806,362,957
851,153,882,636,350,668,1124,744,614,438,426,495,621,369,955
927,110,925,636,350,668,1115,743,624,438,426,495,520,464,1044
1054,102,926,643,295,723,1095,763,624,438,426,498,474,577,1046
1054,102,753,790,315,729,1051,807,624,438,426,528,473,583,1046
1054,102,748,709,389,613,1176,810,624,438,426,531,473,698,1041
1054,83,759,717,321,657,1176,834,624,438,426,523,473,718,1041
1054,83,745,731,319,549,1194,926,624,438,426,568,509,655,1041
1027,98,757,692,346,561,1170,884,569,559,426,641,449,672,1130
930,195,744,703,244,665,1170,880,526,606,331,713,421,674,1193
883,242,596,847,248,655,1180,880,525,607,324,713,438,660,1256
872,220,347,1129,248,647,1188,874,521,568,363,705,470,660,1256
861,229,232,1244,250,544,1291,874,466,622,364,705,448,660,1294
861,229,229,1244,253,542,1291,876,466,622,359,705,449,660,1280
861,229,229,1244,253,542,1283,884,428,660,359,840,472,660,1276
861,229,228,1245,247,548,1264,744,484,763,359,749,512,794,1365
861,229,228,1245,211,517,1259,816,443,804,359,726,552,825,1391
860,227,177,1299,209,512,1266,816,395,846,364,726,599,926,1391
657,427,158,1321,209,509,1254,831,341,900,351,726,610,938,1391
557,517,155,1334,209,488,1246,398,801,902,342,721,610,898,1374
731,516,174,1334,179,457,1303,402,801,902,321,691,645,900,1281
866,517,174,1328,185,410,1349,403,801,902,247,691,645,840,1259
796,587,174,1268,228,403,1252,502,823,902,232,691,645,840,1234
766,617,174,1268,228,403,1170,569,838,902,187,691,646,859,1293
885,638,174,1268,228,403,1102,637,838,902,116,691,646,864,1282
870,653,174,1268,228,403,1068,671,838,870,131,691,658,863,986
1077,653,174,1268,228,403,1033,706,838,860,129,691,689,857,620
1116,653,174,1250,246,403,1033,706,838,860,129,691,689,805,638
1090,678,159,1253,259,403,1026,713,838,860,105,690,705,805,646
1092,710,158,1133,380,403,772,967,838,738,220,668,649,805,662
1310,710,158,975,538,350,719,1073,838,700,258,551,577,805,669
1171,849,158,886,627,350,668,1124,755,678,363,450,508,772,629
1178,851,153,882,636,350,668,1124,744,614,438,385,506,765,629
1144,927,110,925,636,350,668,1115,743,624,438,480,506,670,540
1098,1054,102,926,643,295,723,1095,763,624,438,484,533,557,677
1180,1054,102,753,790,315,729,1051,807,624,438,464,533,551,677
1410,1054,102,748,709,389,613,1176,810,624,438,461,533,436,677
1516,1054,83,759,717,321,657,1176,834,624,438,466,533,416,677
1606,1054,83,745,731,319,549,1194,926,624,438,417,497,416,677
1747,1027,98,757,692,346,561,1170,884,569,559,344,497,391,588
1843,930,195,744,703,244,665,1170,880,526,606,272,487,388,532
1843,883,242,596,847,248,655,1180,880,525,607,273,470,388,469
1871,872,220,347,1129,248,647,1188,874,521,568,286,438,388,469
1911,861,229,232,1244,250,544,1291,874,466,622,295,408,388,431
1921,861,229,229,1244,253,542,1291,876,466,622,316,389,388,431
1989,861,229,229,1244,253,542,1283,884,428,660,251,400,388,431
2059,861,229,228,1245,247,548,1264,744,484,763,250,384,254,342
2314,861,229,228,1245,211,517,1259,816,443,804,295,359,223,316
2317,860,227,177,1299,209,512,1266,816,395,846,366,312,59,320
2322,657,427,158,1321,209,509,1254,831,341,900,383,301,37,320
2331,557,517,155,1334,209,488,1246,398,801,902,395,301,65,320
2139,731,516,174,1334,179,457,1303,402,801,902,395,266,96,320
2003,866,517,174,1328,185,410,1349,403,801,902,419,266,97,320
2003,796,587,174,1268,228,403,1252,502,823,902,426,266,97,381
2003,766,617,174,1268,228,403,1170,569,838,902,426,272,78,322
1868,885,638,174,1268,228,403,1102,637,838,902,426,273,73,374
1868,870,653,174,1268,228,403,1068,671,838,870,426,261,73,351
1766,1077,653,174,1268,228,403,1033,706,838,860,426,230,75,541
1727,1116,653,174,1250,246,403,1033,706,838,860,426,268,75,512
1727,1090,678,159,1253,259,403,1026,713,838,860,426,252,75,510
1821,1092,710,158,1133,380,403,772,967,838,738,426,252,75,494
1628,1310,710,158,975,538,350,719,1073,838,700,426,217,75,488
1679,1171,849,158,886,627,350,668,1124,755,678,426,158,77,640
1701,1178,851,153,882,636,350,668,1124,744,614,426,158,77,682
1659,1144,927,110,925,636,350,668,1115,743,624,331,158,77,707
1578,1098,1054,102,926,643,295,723,1095,763,624,324,209,77,568
1496,1180,1054,102,753,790,315,729,1051,807,624,363,209,77,568
1283,1410,1054,102,748,709,389,613,1176,810,624,364,209,132,568
1189,1516,1054,83,759,717,321,657,1176,834,624,359,209,132,608
1099,1606,1054,83,745,731,319,549,1194,926,624,359,293,132,626
959,1747,1027,98,757,692,346,561,1170,884,569,359,350,132,763
863,1843,930,195,744,703,244,665,1170,880,526,359,358,142,900
863,1843,883,242,596,847,248,655,1180,880,525,364,358,142,900
848,1871,872,220,347,1129,248,647,1188,874,521,351,358,185,1112
866,1911,861,229,232,1244,250,544,1291,874,466,342,358,276,1139
866,1921,861,229,229,1244,253,542,1291,876,466,321,358,352,1139
870,1989,861,229,229,1244,253,542,1283,884,428,247,324,352,1139
801,2059,861,229,228,1245,247,548,1264,744,484,232,300,352,1139
546,2314,861,229,228,1245,211,517,1259,816,443,187,285,352,1139
543,2317,860,227,177,1299,209,512,1266,816,395,116,285,352,1135
538,2322,657,427,158,1321,209,509,1254,831,341,131,285,352,1135
529,2331,557,517,155,1334,209,488,1246,398,801,129,382,406,1135
529,2139,731,516,174,1334,179,457,1303,402,801,129,443,395,1135
529,2003,866,517,174,1328,185,410,1349,403,801,105,443,394,1190
529,2003,796,587,174,1268,228,403,1252,502,823,220,443,508,1140
529,2003,766,617,174,1268,228,403,1170,569,838,258,436,569,1140
524,1868,885,638,174,1268,228,403,1102,637,838,363,436,632,1086
524,1868,870,653,174,1268,228,403,1068,671,838,438,436,632,1083
419,1766,1077,653,174,1268,228,403,1033,706,838,438,436,630,955
419,1727,1116,653,174,1250,246,403,1033,706,838,438,398,630,1028
419,1727,1090,678,159,1253,259,403,1026,713,838,438,398,630,1015
292,1821,1092,710,158,1133,380,403,772,967,838,438,386,647,1015
288,1628,1310,710,158,975,538,350,719,1073,838,438,386,647,1014
237,1679,1171,849,158,886,627,350,668,1124,755,438,386,852,862
206,1701,1178,851,153,882,636,350,668,1124,744,559,386,853,820
206,1659,1144,927,110,925,636,350,668,1115,743,606,386,853,795
206,1578,1098,1054,102,926,643,295,723,1095,763,607,391,853,795
207,1496,1180,1054,102,753,790,315,729,1051,807,568,472,864,796
190,1283,1410,1054,102,748,709,389,613,1176,810,622,539,809,796
178,1189,1516,1054,83,759,717,321,657,1176,834,622,539,830,756
236,1099,1606,1054,83,745,731,319,549,1194,926,660,455,832,738
263,959,1747,1027,98,757,692,346,561,1170,884,763,440,833,601
401,863,1843,930,195,744,703,244,665,1170,880,804,439,829,457
416,863,1843,883,242,596,847,248,655,1180,880,846,474,829,457
473,848,1871,872,220,347,1129,248,647,1188,874,900,474,786,245
416,866,1911,861,229,232,1244,250,544,1291,874,902,474,695,218
656,866,1921,861,229,229,1244,253,542,1291,876,902,474,619,218
584,870,1989,861,229,229,1244,253,542,1283,884,902,475,619,218
583,801,2059,861,229,228,1245,247,548,1264,744,902,581,619,242
583,546,2314,861,229,228,1245,211,517,1259,816,902,581,619,242
583,543,2317,860,227,177,1299,209,512,1266,816,902,656,630,245
583,538,2322,657,427,158,1321,209,509,1254,831,870,656,709,245
586,529,2331,557,517,155,1334,209,488,1246,398,860,620,689,269
586,529,2139,731,516,174,1334,179,457,1303,402,860,740,793,376
586,529,2003,866,517,174,1328,185,410,1349,403,860,742,825,330
586,529,2003,796,587,174,1268,228,403,1252,502,738,780,877,418
586,529,2003,766,617,174,1268,228,403,1170,569,700,814,816,535
651,524,1868,885,638,174,1268,228,403,1102,637,678,820,832,546
679,524,1868,870,653,174,1268,228,403,1068,671,614,863,832,787
679,419,1766,1077,653,174,1268,228,403,1033,706,624,863,953,801
679,419,1727,1116,653,174,1250,246,403,1033,706,624,865,964,996
679,419,1727,1090,678,159,1253,259,403,1026,713,624,953,968,1001
678,292,1821,1092,710,158,1133,380,403,772,967,624,955,965,1001
657,288,1628,1310,710,158,975,538,350,719,1073,624,956,1015,1001
657,237,1679,1171,849,158,886,627,350,668,1124,624,956,900,1001
657,206,1701,1178,851,153,882,636,350,668,1124,569,956,950,1001
657,206,1659,1144,927,110,925,636,350,668,1115,526,956,951,1040
657,206,1578,1098,1054,102,926,643,295,723,1095,525,873,951,1204
656,207,1496,1180,1054,102,753,790,315,729,1051,521,792,940,1288
656,190,1283,1410,1054,102,748,709,389,613,1176,466,801,1086,1378
656,178,1189,1516,1054,83,759,717,321,657,1176,466,802,1067,1442
598,236,1099,1606,1054,83,745,731,319,549,1194,428,803,1065,1442
570,263,959,1747,1027,98,757,692,346,561,1170,484,892,1064,1442
432,401,863,1843,930,195,744,703,244,665,1170,443,885,1058,1442
417,416,863,1843,883,242,596,847,248,655,1180,395,850,1058,1442
347,473,848,1871,872,220,347,1129,248,647,1188,341,850,1058,1457
346,416,866,1911,861,229,232,1244,250,544,1291,801,902,1058,1509
96,656,866,1921,861,229,229,1244,253,542,1291,801,903,1058,1509
96,584,870,1989,861,229,229,1244,253,542,1283,801,1132,1071,1512
96,583,801,2059,861,229,228,1245,247,548,1264,823,1042,1078,1513
96,583,546,2314,861,229,228,1245,211,517,1259,838,1079,1078,1933
96,583,543,2317,860,227,177,1299,209,512,1266,838,1006,1067,1967
276,583,538,2322,657,427,158,1321,209,509,1254,838,1008,988,1972
355,586,529,2331,557,517,155,1334,209,488,1246,838,947,915,1958
372,586,529,2139,731,516,174,1334,179,457,1303,838,766,789,1923
443,586,529,2003,866,517,174,1328,185,410,1349,838,764,757,1917
558,586,529,2003,796,587,174,1268,228,403,1252,838,726,591,1823
646,586,529,2003,766,617,174,1268,228,403,1170,838,692,591,1741
601,651,524,1868,885,638,174,1268,228,403,1102,755,685,512,1793
597,679,524,1868,870,653,174,1268,228,403,1068,744,642,512,1664
684,679,419,1766,1077,653,174,1268,228,403,1033,743,642,391,1588
689,679,419,1727,1116,653,174,1250,246,403,1033,763,640,380,1315
689,679,419,1727,1090,678,159,1253,259,403,1026,807,552,376,1310
689,678,292,1821,1092,710,158,1133,380,403,772,810,569,362,1310
689,657,288,1628,1310,710,158,975,538,350,719,834,568,312,1310
689,657,237,1679,1171,849,158,886,627,350,668,926,568,220,1310
689,657,206,1701,1178,851,153,882,636,350,668,884,568,169,1349
689,657,206,1659,1144,927,110,925,636,350,668,880,568,239,1310
689,657,206,1578,1098,1054,102,926,643,295,723,880,568,333,1153
689,656,207,1496,1180,1054,102,753,790,315,729,874,568,416,1069
689,656,190,1283,1410,1054,102,748,709,389,613,874,494,310,979
689,656,178,1189,1516,1054,83,759,717,321,657,876,493,320,915
689,598,236,1099,1606,1054,83,745,731,319,549,884,500,377,915
689,570,263,959,1747,1027,98,757,692,346,561,744,414,387,915
689,432,401,863,1843,930,195,744,703,244,665,816,457,452,915
689,417,416,863,1843,883,242,596,847,248,655,816,457,580,915
689,347,473,848,1871,872,220,347,1129,248,647,831,457,637,900
689,346,416,866,1911,861,229,232,1244,250,544,398,469,637,848
689,96,656,866,1921,861,229,229,1244,253,542,402,468,637,848
689,96,584,870,1989,861,229,229,1244,253,542,403,296,624,845
718,96,583,801,2059,861,229,228,1245,247,548,502,280,617,820
822,96,583,546,2314,861,229,228,1245,211,517,569,243,617,400
1028,96,583,543,2317,860,227,177,1299,209,512,637,241,622,364
849,276,583,538,2322,657,427,158,1321,209,509,671,239,681,384
779,355,586,529,2331,557,517,155,1334,209,488,706,251,681,383
899,372,586,529,2139,731,516,174,1334,179,457,706,251,716,311
844,443,586,529,2003,866,517,174,1328,185,410,713,251,790,319
750,558,586,529,2003,796,587,174,1268,228,403,967,251,790,328
735,646,586,529,2003,766,617,174,1268,228,403,1073,251,790,294
717,601,651,524,1868,885,638,174,1268,228,403,1124,251,803,231
693,597,679,524,1868,870,653,174,1268,228,403,1124,266,815,186
611,684,679,419,1766,1077,653,174,1268,228,403,1115,336,885,219
615,689,679,419,1727,1116,653,174,1250,246,403,1095,369,889,219
615,689,679,419,1727,1090,678,159,1253,259,403,1051,404,892,219
615,689,678,292,1821,1092,710,158,1133,380,403,1176,385,931,219
630,689,657,288,1628,1310,710,158,975,538,350,1176,398,958,219
673,689,657,237,1679,1171,849,158,886,627,350,1194,411,963,219
675,689,657,206,1701,1178,851,153,882,636,350,1170,411,963,181
675,689,657,206,1659,1144,927,110,925,636,350,1170,411,1002,183
675,689,657,206,1578,1098,1054,102,926,643,295,1180,411,908,176
675,689,656,207,1496,1180,1054,102,753,790,315,1188,411,825,175
675,689,656,190,1283,1410,1054,102,748,709,389,1291,409,785,175
675,689,656,178,1189,1516,1054,83,759,717,321,1291,411,788,175
694,689,598,236,1099,1606,1054,83,745,731,319,1283,425,731,176
743,689,570,263,959,1747,1027,98,757,692,346,1264,380,721,176
847,689,432,401,863,1843,930,195,744,703,244,1259,337,656,176
877,689,417,416,863,1843,883,242,596,847,248,1266,337,528,176
878,689,347,473,848,1871,872,220,347,1129,248,1254,337,471,191
977,689,346,416,866,1911,861,229,232,1244,250,1246,295,471,197
982,689,96,656,866,1921,861,229,229,1244,253,1303,296,492,201
982,689,96,584,870,1989,861,229,229,1244,253,1349,238,553,243
953,718,96,583,801,2059,861,229,228,1245,247,1252,238,587,243
849,822,96,583,546,2314,861,229,228,1245,211,1170,238,631,243
645,1028,96,583,543,2317,860,227,177,1299,209,1102,247,651,299
644,849,276,583,538,2322,657,427,158,1321,209,1068,247,622,406
641,779,355,586,529,2331,557,517,155,1334,209,1033,235,681,456
571,899,372,586,529,2139,731,516,174,1334,179,1033,235,648,649
686,844,443,586,529,2003,866,517,174,1328,185,1026,235,576,689
714,750,558,586,529,2003,796,587,174,1268,228,772,235,576,750
642,735,646,586,529,2003,766,617,174,1268,228,719,235,603,886
644,717,601,651,524,1868,885,638,174,1268,228,668,235,609,916
644,693,597,679,524,1868,870,653,174,1268,228,668,220,597,887
639,611,684,679,419,1766,1077,653,174,1268,228,668,150,530,926
753,615,689,679,419,1727,1116,653,174,1250,246,723,117,526,989
806,615,689,679,419,1727,1090,678,159,1253,259,729,86,529,995
833,615,689,678,292,1821,1092,710,158,1133,380,613,86,491,1215
915,630,689,657,288,1628,1310,710,158,975,538,657,191,471,1646
990,673,689,657,237,1679,1171,849,158,886,627,549,249,466,1738
988,675,689,657,206,1701,1178,851,153,882,636,561,331,466,1845
990,675,689,657,206,1659,1144,927,110,925,636,665,530,356,1900
1051,675,689,657,206,1578,1098,1054,102,926,643,655,561,356,1975
1148,675,689,656,207,1496,1180,1054,102,753,790,647,561,357,1975
1192,675,689,656,190,1283,1410,1054,102,748,709,544,561,366,1988
1200,675,689,656,178,1189,1516,1054,83,759,717,542,559,546,1993
1182,694,689,598,236,1099,1606,1054,83,745,731,542,537,618,2009
1162,743,689,570,263,959,1747,1027,98,757,692,548,537,710,2080
1058,847,689,432,401,863,1843,930,195,744,703,517,542,753,2144
1041,877,689,417,416,863,1843,883,242,596,847,512,547,801,2322
1049,878,689,347,473,848,1871,872,220,347,1129,509,547,809,2307
1091,977,689,346,416,866,1911,861,229,232,1244,488,525,820,2337
1168,982,689,96,656,866,1921,861,229,229,1244,457,524,800,2432
1240,982,689,96,584,870,1989,861,229,229,1244,410,524,739,2431
1339,953,718,96,583,801,2059,861,229,228,1245,403,524,705,2560
1360,849,822,96,583,546,2314,861,229,228,1245,403,525,665,2721
1391,645,1028,96,583,543,2317,860,227,177,1299,403,522,640,2685
1391,644,849,276,583,538,2322,657,427,158,1321,403,522,657,2553
1382,641,779,355,586,529,2331,557,517,155,1334,403,531,614,2494
1315,571,899,372,586,529,2139,731,516,174,1334,403,549,682,2301
1184,686,844,443,586,529,2003,866,517,174,1328,403,549,711,2250
1135,714,750,558,586,529,2003,796,587,174,1268,403,550,747,2230
1141,642,735,646,586,529,2003,766,617,174,1268,350,550,720,2134
1142,644,717,601,651,524,1868,885,638,174,1268,350,550,711,2158
1169,644,693,597,679,524,1868,870,653,174,1268,350,550,712,2120
1242,639,611,684,679,419,1766,1077,653,174,1268,350,550,709,2038
1123,753,615,689,679,419,1727,1116,653,174,1250,295,550,709,1975
1160,806,615,689,679,419,1727,1090,678,159,1253,315,546,808,1969
1229,833,615,689,678,292,1821,1092,710,158,1133,389,546,807,1773
1139,915,630,689,657,288,1628,1310,710,158,975,321,428,823,1348
1021,990,673,689,657,237,1679,1171,849,158,886,319,357,853,1256
1021,988,675,689,657,206,1701,1178,851,153,882,346,275,1387,1152
1019,990,675,689,657,206,1659,1144,927,110,925,244,78,1509,1126
962,1051,675,689,657,206,1578,1098,1054,102,926,248,52,1525,1057
867,1148,675,689,656,207,1496,1180,1054,102,753,248,52,1816,1107
823,1192,675,689,656,190,1283,1410,1054,102,748,250,73,1921,1153
815,1200,675,689,656,178,1189,1516,1054,83,759,253,73,1762,1253
814,1182,694,689,598,236,1099,1606,1054,83,745,253,73,1930,1253
785,1162,743,689,570,263,959,1747,1027,98,757,247,73,2053,1185
785,1058,847,689,432,401,863,1843,930,195,744,211,68,2024,1129
772,1041,877,689,417,416,863,1843,883,242,596,209,63,1976,951
763,1049,878,689,347,473,848,1871,872,220,347,209,63,1983,958
622,1091,977,689,346,416,866,1911,861,229,232,209,123,2023,994
540,1168,982,689,96,656,866,1921,861,229,229,179,124,2022,994
468,1240,982,689,96,584,870,1989,861,229,229,185,124,2035,968
369,1339,953,718,96,583,801,2059,861,229,228,228,124,2035,839
348,1360,849,822,96,583,546,2314,861,229,228,228,123,2036,695
320,1391,645,1028,96,583,543,2317,860,227,177,228,117,2036,674
320,1391,644,849,276,583,538,2322,657,427,158,228,122,2008,677
320,1382,641,779,355,586,529,2331,557,517,155,228,113,1997,681
320,1315,571,899,372,586,529,2139,731,516,174,246,121,1967,681
320,1184,686,844,443,586,529,2003,866,517,174,259,124,1992,681
320,1135,714,750,558,586,529,2003,796,587,174,380,297,1991,626
313,1141,642,735,646,586,529,2003,766,617,174,538,304,2022,586
308,1142,644,717,601,651,524,1868,885,638,174,627,308,2019,531
281,1169,644,693,597,679,524,1868,870,653,174,636,308,2226,531
208,1242,639,611,684,679,419,1766,1077,653,174,636,353,2271,531
204,1123,753,615,689,679,419,1727,1116,653,174,643,378,2320,531
114,1160,806,615,689,679,419,1727,1090,678,159,790,534,2221,531
18,1229,833,615,689,678,292,1821,1092,710,158,709,569,2298,507
11,1139,915,630,689,657,288,1628,1310,710,158,717,723,2325,501
20,1021,990,673,689,657,237,1679,1171,849,158,731,723,2312,501
44,1021,988,675,689,657,206,1701,1178,851,153,692,723,1778,528
44,1019,990,675,689,657,206,1659,1144,927,110,703,724,1715,513
